Date,Open,High,Low,Close,Adj Close,Volume
1995-08-18,42.687500,42.687500,42.375000,42.500000,31.716158,1200
1995-08-21,42.656250,42.703121,42.140621,42.156250,31.459635,14000
1995-08-22,42.109379,42.281250,42.078121,42.171879,31.471300,6300
1995-08-23,42.312500,42.406250,42.312500,42.406250,31.646172,2000
1995-08-24,42.375000,42.375000,42.093750,42.218750,31.506258,3600
1995-08-25,42.296879,42.390621,42.140621,42.281250,31.552885,40500
1995-08-28,42.312500,42.312500,41.953121,42.156250,31.459635,7300
1995-08-29,42.156250,42.156250,41.500000,41.921879,31.284721,81600
1995-08-30,42.109379,42.171879,42.093750,42.125000,31.436295,55000
1995-08-31,42.281250,42.453121,42.265621,42.390621,31.634527,1200
1995-09-01,42.296879,42.484379,42.296879,42.484379,31.704494,4300
1995-09-05,42.609379,42.968750,42.609379,42.968750,32.065964,53500
1995-09-06,43.015621,43.500000,43.015621,43.500000,32.462402,48900
1995-09-07,43.500000,43.593750,43.390621,43.468750,32.439091,29800
1995-09-08,43.593750,43.640621,43.359379,43.640621,32.567345,7000
1995-09-11,43.750000,43.828121,43.687500,43.687500,32.602314,10700
1995-09-12,43.671879,43.828121,43.656250,43.828121,32.707275,26800
1995-09-13,43.718750,43.875000,43.500000,43.812500,32.695625,25000
1995-09-14,43.984379,43.984379,43.734379,43.734379,32.637310,65700
1995-09-15,43.593750,43.593750,43.375000,43.437500,32.415768,4300
1995-09-18,43.390621,43.390621,43.125000,43.156250,32.205891,3900
1995-09-19,43.515621,43.796879,43.515621,43.796879,32.683956,2800
1995-09-20,43.875000,43.968750,43.828121,43.968750,32.812229,3500
1995-09-21,43.812500,43.812500,43.343750,43.625000,32.555702,6900
1995-09-22,43.296879,43.500000,43.265621,43.468750,32.439091,5000
1995-09-25,43.453121,43.453121,43.000000,43.000000,32.089279,2200
1995-09-26,43.171879,43.312500,42.968750,43.078121,32.147568,3700
1995-09-27,42.703121,42.703121,42.609379,42.609379,31.797781,1700
1995-09-28,43.109379,43.468750,43.109379,43.437500,32.415768,2600
1995-09-29,43.453121,43.484379,43.250000,43.406250,32.392448,6900
1995-10-02,43.187500,43.359379,43.000000,43.000000,32.089279,2000
1995-10-03,42.765621,42.812500,42.453121,42.453121,31.681160,16800
1995-10-04,42.093750,42.187500,41.984379,42.062500,31.389658,1200
1995-10-05,41.828121,42.328121,41.828121,42.328121,31.587885,9000
1995-10-06,42.375000,42.531250,42.375000,42.453121,31.681160,1300
1995-10-09,42.140621,42.140621,41.343750,41.468750,30.946541,13500
1995-10-10,40.781250,40.984379,40.687500,40.937500,30.550100,4100
1995-10-11,41.562500,42.109379,41.468750,42.062500,31.389658,42800
1995-10-12,42.093750,42.500000,42.093750,42.500000,31.716158,1600
1995-10-13,42.843750,42.843750,42.703121,42.703121,31.867733,7500
1995-10-16,42.812500,42.812500,42.500000,42.531250,31.739475,79400
1995-10-17,42.484379,43.046879,42.484379,43.046879,32.124264,4800
1995-10-18,43.531250,43.531250,43.078121,43.078121,32.147568,56200
1995-10-19,43.109379,43.109379,43.000000,43.015621,32.100945,2600
1995-10-20,43.109379,43.156250,42.625000,42.687500,31.856066,26400
1995-10-23,42.265621,42.796879,42.265621,42.656250,31.832756,8100
1995-10-24,42.796879,42.796879,42.562500,42.703121,31.867733,2400
1995-10-25,42.812500,42.812500,42.015621,42.125000,31.436295,12500
1995-10-26,42.125000,42.125000,41.359379,41.359379,30.864943,17900
1995-10-27,41.562500,41.953121,41.375000,41.937500,31.296370,79400
1995-10-30,42.125000,42.406250,42.125000,42.250000,31.529575,4700
1995-10-31,42.453121,42.453121,42.031250,42.031250,31.366348,23100
1995-11-01,42.109379,42.265621,42.109379,42.265621,31.541246,6200
1995-11-02,42.875000,43.156250,42.875000,43.156250,32.205891,1300
1995-11-03,43.312500,43.390621,43.171879,43.390621,32.380795,6300
1995-11-06,43.281250,43.515621,43.187500,43.343750,32.345806,7600
1995-11-07,43.031250,43.125000,42.703121,42.703121,31.867733,5700
1995-11-08,43.000000,43.171879,42.984379,42.984379,32.077621,4900
1995-11-09,43.343750,43.437500,43.218750,43.437500,32.415768,35300
1995-11-10,43.390621,43.484379,43.359379,43.484379,32.450741,2400
1995-11-13,43.375000,43.484379,43.140621,43.140621,32.194218,2600
1995-11-14,42.968750,43.078121,42.687500,42.687500,31.856066,30000
1995-11-15,42.750000,42.953121,42.578121,42.953121,32.054314,9200
1995-11-16,42.828121,43.312500,42.828121,43.156250,32.205891,13400
1995-11-17,43.265621,43.359379,43.265621,43.281250,32.299187,5000
1995-11-20,43.234379,43.281250,42.843750,42.843750,31.972673,25500
1995-11-21,42.796879,42.828121,42.453121,42.703121,31.867733,7500
1995-11-22,42.734379,43.000000,42.734379,42.859379,31.984358,5600
1995-11-24,42.812500,42.890621,42.812500,42.890621,32.007648,400
1995-11-27,43.281250,43.281250,42.968750,43.015621,32.100945,10000
1995-11-28,42.828121,43.375000,42.828121,43.375000,32.369129,9400
1995-11-29,43.562500,43.812500,43.359379,43.812500,32.695625,29000
1995-11-30,43.812500,44.000000,43.703121,43.796879,32.683956,26900
1995-12-01,43.812500,43.875000,43.687500,43.812500,32.695625,18900
1995-12-04,44.015621,44.421879,44.015621,44.421879,33.150391,86600
1995-12-05,44.234379,44.531250,44.203121,44.359379,33.103722,32200
1995-12-06,44.359379,44.359379,43.906250,43.937500,32.788906,1100
1995-12-07,43.875000,43.875000,43.500000,43.500000,32.462402,1100
1995-12-08,43.828121,43.843750,43.593750,43.812500,32.695625,1700
1995-12-11,43.843750,43.859379,43.843750,43.859379,32.730598,1100
1995-12-12,43.828121,43.859379,43.578121,43.703121,32.613991,46400
1995-12-13,43.734379,43.734379,43.656250,43.703121,32.613991,6500
1995-12-14,43.812500,43.812500,43.000000,43.000000,32.089279,2200
1995-12-15,42.875000,42.875000,42.406250,42.406250,31.646172,15800
1995-12-18,42.375000,42.375000,41.625000,41.625000,31.063166,3600
1995-12-19,41.968750,42.562500,41.968750,42.468750,31.692833,4100
1995-12-20,42.890621,42.968750,42.531250,42.531250,31.739475,6000
1995-12-21,42.765621,42.937500,42.734379,42.828121,31.961008,10600
1995-12-22,43.296879,43.296879,43.093750,43.093750,32.159233,76600
1995-12-26,43.125000,43.328121,43.125000,43.328121,32.334141,12900
1995-12-27,43.468750,43.531250,43.390621,43.390621,32.380795,29100
1995-12-28,43.125000,43.328121,43.125000,43.328121,32.471855,7800
1995-12-29,43.234379,43.453121,43.046879,43.453121,32.565529,28200
1996-01-02,43.281250,43.703121,43.281250,43.671879,32.729465,242500
1996-01-03,43.843750,43.875000,43.468750,43.640621,32.706043,14800
1996-01-04,43.500000,43.609379,42.843750,42.843750,32.108822,205900
1996-01-05,42.828121,43.109379,42.796879,42.937500,32.179085,30300
1996-01-08,43.203121,43.203121,42.984379,43.109379,32.307903,3800
1996-01-09,43.265621,43.265621,42.203121,42.203121,31.628721,29600
1996-01-10,41.640621,42.234379,41.484379,41.484379,31.090069,11200
1996-01-11,42.000000,42.312500,41.890621,42.234379,31.652153,8100
1996-01-12,42.468750,42.468750,41.937500,42.156250,31.593586,27400
1996-01-15,42.234379,42.265621,41.406250,41.406250,31.031527,15200
1996-01-16,41.796879,41.843750,41.187500,41.765621,31.300838,73100
1996-01-17,41.531250,42.359379,41.531250,42.093750,31.546776,5900
1996-01-18,42.250000,42.312500,42.093750,42.265621,31.675552,4600
1996-01-19,42.359379,42.703121,42.265621,42.500000,31.851212,10400
1996-01-22,42.640621,42.843750,42.640621,42.843750,32.108822,30400
1996-01-23,42.750000,42.968750,42.718750,42.718750,32.015144,1800
1996-01-24,43.000000,43.468750,43.000000,43.468750,32.577240,37700
1996-01-25,43.484379,43.484379,43.078121,43.078121,32.284489,4200
1996-01-26,42.859379,43.515621,42.859379,43.468750,32.577240,46300
1996-01-29,43.500000,43.500000,43.437500,43.500000,32.600647,2200
1996-01-30,43.765621,44.000000,43.703121,44.000000,32.975388,28300
1996-01-31,44.031250,44.281250,44.000000,44.187500,33.115887,10800
1996-02-01,44.234379,44.531250,44.234379,44.531250,33.373501,31200
1996-02-02,44.343750,44.500000,44.343750,44.375000,33.256405,5900
1996-02-05,44.000000,44.500000,44.000000,44.500000,33.350094,18800
1996-02-06,44.703121,45.046879,44.656250,45.000000,33.724815,6200
1996-02-07,44.968750,45.031250,44.687500,45.031250,33.748241,445600
1996-02-08,44.859379,45.234379,44.859379,45.234379,33.900471,111600
1996-02-09,45.234379,45.375000,45.031250,45.125000,33.818501,6300
1996-02-12,45.312500,45.515621,45.281250,45.437500,34.052700,21600
1996-02-13,45.046879,45.546879,45.046879,45.265621,33.923901,30400
1996-02-14,45.437500,45.562500,45.078121,45.125000,33.818501,247000
1996-02-15,45.281250,45.546879,45.281250,45.390621,34.017563,11500
1996-02-16,45.484379,45.515621,45.375000,45.406250,34.029282,5800
1996-02-20,45.140621,45.312500,44.890621,45.125000,33.818501,7400
1996-02-21,45.218750,45.546879,45.171879,45.468750,34.076126,52400
1996-02-22,45.968750,46.359379,45.968750,46.359379,34.743595,32500
1996-02-23,46.515621,46.671879,46.156250,46.250000,34.661621,34100
1996-02-26,46.000000,46.343750,45.906250,46.109379,34.556252,27400
1996-02-27,46.265621,46.265621,45.968750,46.078121,34.532803,112400
